0 0 0 0 2669 0.088 0.259 0.286
0 0 0 0 2656 0.021 0.251 0.266
0 0 0 1 2420 0.006 0.068 0.096
0 0 0 1 2387 0.007 0.067 0.093
0 0 0 2 2038 0.009 0.566 1.468
0 0 0 2 2063 0.051 0.561 1.551
0 0 0 3 2487 0.007 0.087 0.118
0 0 0 3 2469 0.007 0.083 0.098
0 0 0 4 2418 0.009 0.098 0.162
0 0 0 4 2407 0.007 0.109 0.230
0 0 1 0 2642 0.266 0.428 1.625
0 0 1 0 2647 0.146 0.260 0.266
0 0 1 1 2424 0.006 0.241 1.480
0 0 1 1 2419 0.006 0.067 0.095
0 0 1 2 2056 0.009 0.503 0.619
0 0 1 2 1917 0.011 0.448 0.484
0 0 1 3 2476 0.007 0.102 0.184
0 0 1 3 2462 0.007 0.083 0.102
0 0 1 4 2405 0.007 0.106 0.197
0 0 1 4 2425 0.007 0.102 0.194
0 0 2 0 2623 0.018 0.252 0.299
0 0 2 0 2616 0.155 0.245 0.271
0 0 2 1 2391 0.006 0.225 1.352
0 0 2 1 2411 0.006 0.823 6.134
0 0 2 2 2026 0.009 0.981 4.826
0 0 2 2 2025 0.012 0.639 2.096
0 0 2 3 2454 0.007 0.084 0.095
0 0 2 3 2437 0.007 0.086 0.109
0 0 2 4 2385 0.007 0.110 0.213
0 0 2 4 2363 0.007 0.354 2.165
0 1 0 0 3187 0.015 0.228 0.274
0 1 0 0 3176 0.012 0.213 0.236
0 1 0 1 2899 0.004 0.056 0.075
0 1 0 1 2897 0.004 0.054 0.073
0 1 0 2 2590 0.018 0.366 0.491
0 1 0 2 2617 0.009 0.358 0.465
0 1 0 3 3413 0.006 0.069 0.093
0 1 0 3 3383 0.009 0.068 0.083
0 1 0 4 3103 0.007 0.248 1.521
0 1 0 4 3039 0.007 0.267 1.604
0 1 1 0 3221 0.016 0.219 0.251
0 1 1 0 3196 0.015 0.218 0.251
0 1 1 1 2961 0.004 0.055 0.077
0 1 1 1 2924 0.004 0.055 0.075
0 1 1 2 2653 0.008 0.625 2.445
0 1 1 2 2685 0.010 0.740 3.417
0 1 1 3 3480 0.006 0.073 0.126
0 1 1 3 3450 0.006 0.071 0.098
0 1 1 4 3222 0.007 0.613 4.396
0 1 1 4 3180 0.008 0.075 0.139
0 1 2 0 3147 0.021 0.215 0.236
0 1 2 0 3118 0.012 0.212 0.266
0 1 2 1 2887 0.004 0.058 0.075
0 1 2 1 2860 0.008 0.382 2.690
0 1 2 2 2615 0.011 0.891 4.334
0 1 2 2 2615 0.009 0.554 1.703
0 1 2 3 3361 0.007 0.069 0.077
0 1 2 3 3393 0.006 0.067 0.073
0 1 2 4 3187 0.007 0.085 0.147
0 1 2 4 3113 0.008 0.114 0.441
0 2 0 0 3349 0.018 0.241 0.260
0 2 0 0 3338 0.012 0.230 0.238
0 2 0 1 3051 0.005 0.380 2.660
0 2 0 1 2990 0.005 0.056 0.077
0 2 0 2 2666 0.017 0.378 0.431
0 2 0 2 2695 0.011 0.408 0.699
0 2 0 3 3368 0.010 0.076 0.091
0 2 0 3 3421 0.010 0.072 0.110
0 2 0 4 3163 0.008 0.156 0.724
0 2 0 4 3201 0.009 1.496 11.358
0 2 1 0 3340 0.015 0.214 0.237
0 2 1 0 3340 0.008 0.224 0.246
0 2 1 1 3014 0.006 0.055 0.076
0 2 1 1 3030 0.007 0.098 0.413
0 2 1 2 2729 0.007 0.376 0.454
0 2 1 2 2742 0.010 0.433 0.562
0 2 1 3 3502 0.009 0.073 0.093
0 2 1 3 3496 0.006 0.069 0.083
0 2 1 4 3219 0.010 0.083 0.122
0 2 1 4 3259 0.009 0.082 0.139
0 2 2 0 3332 0.012 0.220 0.247
0 2 2 0 3304 0.012 0.223 0.235
0 2 2 1 3018 0.005 0.059 0.076
0 2 2 1 2994 0.005 0.057 0.079
0 2 2 2 2677 0.015 0.366 0.405
0 2 2 2 2660 0.009 0.386 0.544
0 2 2 3 3417 0.007 0.075 0.100
0 2 2 3 3421 0.009 0.068 0.076
0 2 2 4 3172 0.008 0.074 0.107
0 2 2 4 3133 0.006 0.551 3.822
1 0 0 0 2657 0.247 0.267 0.292
1 0 0 0 2647 0.024 0.253 0.268
1 0 0 1 2549 0.009 1.003 6.622
1 0 0 1 2561 0.091 0.206 0.293
