4 1 0 1007 0.024 0.116 0.255
0 0 0 1033 0.020 0.138 0.242
1 0 0 696 0.018 0.079 0.155
1 1 0 702 0.022 1.105 13.104
2 0 0 670 0.055 6.870 85.350
2 1 0 910 0.064 0.132 0.270
3 0 0 298 0.071 0.501 1.230
3 1 0 302 0.024 0.336 1.155
4 0 0 457 0.026 0.111 0.160
4 1 0 999 0.023 0.125 0.219
0 0 0 1035 0.024 0.131 0.268
1 0 0 695 0.072 0.085 0.191
1 1 0 690 0.090 0.096 0.165
2 0 0 647 0.109 11.770 326.577
2 1 0 935 0.040 0.124 0.236
3 0 0 310 0.023 0.579 3.019
3 1 0 301 0.024 0.695 10.483
4 0 0 305 0.027 0.117 0.165
4 1 0 990 0.019 0.141 0.239
0 0 0 1037 0.025 0.115 0.181
1 0 0 687 0.019 0.079 0.104
1 1 0 683 0.022 0.110 0.179
2 0 0 640 0.031 0.149 0.478
2 1 0 852 0.030 0.133 0.380
3 0 0 305 0.026 0.480 2.224
3 1 0 305 0.325 0.341 1.208
4 0 0 457 0.022 0.114 0.181
4 1 0 983 0.216 0.126 0.175
0 0 0 1028 0.020 0.128 0.193
1 0 0 693 0.021 0.088 0.176
1 1 0 693 0.022 0.069 0.107
2 0 0 632 0.022 0.124 0.322
2 1 0 943 0.021 0.131 0.259
3 0 0 288 0.023 0.394 1.437
3 1 0 310 0.034 0.483 1.497
4 0 0 195 0.086 0.084 0.202
4 1 0 983 0.025 0.188 0.481
0 0 0 1042 0.020 0.105 0.183
1 0 0 701 0.030 0.076 0.093
1 1 0 701 0.197 0.094 0.164
2 0 0 644 0.257 274.593 6116.543
2 1 0 869 0.024 0.122 0.270
3 0 0 297 0.233 0.430 1.516
3 1 0 307 0.028 0.408 0.961
4 0 0 234 0.047 0.076 0.135
4 1 0 994 0.080 0.166 0.303
0 0 0 1042 0.047 0.125 0.176
1 0 0 695 0.024 0.089 0.218
1 1 0 697 0.026 0.907 3.551
2 0 0 644 0.031 0.391 4.562
2 1 0 906 0.028 0.137 0.266
3 0 0 316 0.550 0.335 1.044
3 1 0 310 0.027 0.281 0.811
4 0 0 464 0.032 0.100 0.154
4 1 0 997 0.035 0.198 0.407
0 0 0 1011 0.018 0.139 0.224
1 0 0 682 0.264 0.047 0.089
1 1 0 677 0.040 0.079 0.142
2 0 0 626 0.031 380.321 4971.008
2 1 0 893 0.028 0.109 0.177
3 0 0 294 0.019 0.472 2.544
3 1 0 309 0.189 0.577 3.097
4 0 0 242 0.038 0.070 0.127
4 1 0 958 0.024 0.103 0.153
0 0 0 1027 0.021 0.130 0.342
1 0 0 688 0.035 0.071 0.109
1 1 0 679 0.019 0.093 0.167
2 0 0 645 0.023 1.550 38.513
2 1 0 899 0.026 0.140 0.326
3 0 0 276 0.679 0.322 1.072
3 1 0 307 0.054 0.358 1.347
4 0 0 455 0.027 0.116 0.240
4 1 0 981 0.098 0.151 0.274
0 0 0 1048 0.022 0.124 0.230
1 0 0 698 0.020 0.076 0.093
1 1 0 697 2.209 0.103 0.173
2 0 0 660 0.020 0.099 0.232
2 1 0 947 0.027 0.130 0.280
3 0 0 303 0.019 0.423 1.327
3 1 0 312 0.052 1.012 15.935
4 0 0 474 0.018 0.105 0.180
4 1 0 1011 0.019 0.128 0.183
0 0 0 1025 0.023 0.128 0.238
1 0 0 687 0.039 0.059 0.092
1 1 0 689 0.278 0.109 0.175
2 0 0 647 0.025 0.621 10.205
2 1 0 914 0.040 0.157 0.715
3 0 0 301 0.024 0.902 11.389
3 1 0 304 0.024 0.827 13.950
4 0 0 470 0.115 0.122 0.282
4 1 0 980 0.023 0.135 0.222
0 0 0 1009 0.021 0.127 0.184
1 0 0 682 0.040 0.086 0.131
1 1 0 674 0.020 0.699 3.511
2 0 0 622 0.033 6.652 167.273
2 1 0 874 0.023 0.149 0.667
3 0 0 301 0.020 0.375 1.269
3 1 0 290 0.071 0.315 0.919
4 0 0 453 0.112 0.116 0.166
4 1 0 949 0.021 0.112 0.212
0 0 0 1032 0.022 0.131 0.214
1 0 0 694 0.068 0.080 0.117
1 1 0 685 0.035 0.105 0.182
2 0 0 453 0.019 0.127 0.552
2 1 0 912 0.066 0.131 0.281
3 0 0 309 0.020 0.854 12.857
3 1 0 304 0.035 0.320 1.681
4 0 0 455 0.020 0.124 0.255
4 1 0 990 0.026 0.385 2.017
0 0 0 984 0.036 0.139 0.259
1 0 0 677 0.051 0.061 0.090
1 1 0 669 0.039 0.143 1.125
2 0 0 612 0.452 1.571 40.322
2 1 0 897 0.027 0.125 0.267
3 0 0 285 0.024 0.725 9.723
3 1 0 300 0.019 0.500 3.023
4 0 0 206 0.024 0.074 0.124
4 1 0 953 0.056 0.175 0.460
0 0 0 1050 0.023 0.131 0.200
1 0 0 689 0.023 0.078 0.096
1 1 0 702 0.026 0.096 0.201
2 0 0 648 0.020 343.289 4404.908
2 1 0 915 0.030 0.116 0.185
3 0 0 300 0.036 0.406 1.190
3 1 0 304 0.024 0.445 1.827
4 0 0 468 0.020 0.115 0.161
4 1 0 1001 0.045 0.132 0.240
0 0 0 1019 0.020 0.114 0.188
1 0 0 692 0.023 0.068 0.129
1 1 0 684 0.033 0.148 1.493
2 0 0 643 0.017 31.372 865.865
2 1 0 875 0.021 0.106 0.183
3 0 0 308 0.021 0.437 1.364
3 1 0 284 0.036 0.479 4.129
4 0 0 472 0.029 0.114 0.182
4 1 0 1001 0.034 0.113 0.169
0 0 0 1008 0.026 0.126 0.186
1 0 0 673 0.026 0.066 0.118
1 1 0 684 0.019 0.095 0.170
2 0 0 624 0.027 6.935 147.005
2 1 0 863 0.039 0.137 0.245
3 0 0 303 0.314 0.354 1.119
3 1 0 309 0.020 0.575 4.629
4 0 0 459 0.024 0.118 0.178
4 1 0 975 0.098 0.137 0.322
0 0 0 1016 0.066 0.130 0.258
1 0 0 678 0.021 0.074 0.095
1 1 0 686 0.098 0.103 0.200
2 0 0 643 0.024 13.324 370.402
2 1 0 878 0.043 0.346 1.480
3 0 0 295 0.020 1.433 24.444
3 1 0 301 0.025 0.465 2.443
4 0 0 426 0.058 0.114 0.175
4 1 0 985 0.024 0.200 1.388
0 0 0 1034 0.020 0.131 0.241
1 0 0 686 0.029 0.085 0.148
1 1 0 693 0.019 0.121 0.392
2 0 0 641 0.019 280.974 6177.188
2 1 0 914 0.059 0.662 15.117
3 0 0 222 0.041 0.994 14.630
3 1 0 313 0.019 0.775 12.912
4 0 0 355 0.062 0.106 0.162
4 1 0 996 0.034 0.149 0.221
0 0 0 1003 0.024 0.115 0.172
1 0 0 664 0.019 0.078 0.095
1 1 0 668 0.017 0.106 0.223
2 0 0 626 0.021 0.124 0.230
2 1 0 831 0.058 0.132 0.202
3 0 0 302 0.037 1.399 8.982
3 1 0 302 0.431 1.010 11.885
4 0 0 442 0.019 0.136 0.219
4 1 0 963 0.017 0.182 1.587
0 0 0 1025 0.021 0.137 0.231
1 0 0 685 0.033 0.091 0.163
1 1 0 686 0.023 0.088 0.149
2 0 0 502 0.024 0.140 0.492
2 1 0 901 0.028 0.139 0.242
3 0 0 281 0.127 0.588 6.967
3 1 0 294 0.028 0.428 1.501
4 0 0 435 0.258 0.113 0.192
4 1 0 976 0.026 0.139 0.274
0 0 0 1006 0.020 0.116 0.178
1 0 0 688 0.019 0.084 0.139
1 1 0 683 0.042 0.090 0.158
2 0 0 638 0.045 0.155 0.646
2 1 0 886 0.043 0.394 2.210
3 0 0 235 0.027 0.626 5.386
3 1 0 305 0.016 2.074 25.008
4 0 0 455 0.023 0.098 0.168
4 1 0 983 0.055 0.222 0.519
0 0 0 1019 0.034 0.138 0.222
1 0 0 573 0.027 0.505 3.996
1 1 0 684 0.023 0.088 0.150
2 0 0 635 0.049 0.114 0.331
2 1 0 899 0.026 0.145 0.689
3 0 0 301 0.020 0.446 5.002
3 1 0 305 0.029 1.035 11.326
4 0 0 190 0.027 0.139 0.285
4 1 0 988 0.019 0.119 0.183
0 0 0 1009 0.020 0.105 0.171
1 0 0 677 0.059 0.086 0.118
1 1 0 677 0.116 0.111 0.194
2 0 0 640 0.021 195.534 4690.142
2 1 0 829 0.047 0.119 0.220
3 0 0 299 0.049 0.653 8.423
3 1 0 283 0.050 0.694 7.474
4 0 0 244 0.027 0.124 0.215
4 1 0 952 0.022 0.242 0.499
0 0 0 998 0.017 0.120 0.186
1 0 0 674 0.024 0.077 0.128
1 1 0 692 0.020 0.573 2.975
2 0 0 645 0.018 11.001 304.755
2 1 0 865 0.030 0.126 0.185
3 0 0 273 0.027 0.451 1.652
3 1 0 309 0.024 0.432 1.322
4 0 0 399 0.028 0.097 0.159
4 1 0 977 0.052 0.121 0.226
0 0 0 963 0.022 0.116 0.233
1 0 0 654 0.034 0.080 0.162
1 1 0 649 0.031 0.103 0.216
2 0 0 606 0.047 151.393 3781.414
2 1 0 853 0.046 0.271 1.157
3 0 0 285 0.029 0.630 6.229
3 1 0 272 0.029 0.599 6.041
4 0 0 431 0.019 0.118 0.226
4 1 0 914 0.019 0.191 0.860
0 0 0 998 0.021 0.127 0.187
1 0 0 669 0.031 0.077 0.104
1 1 0 673 0.020 0.101 0.176
2 0 0 647 0.056 0.096 0.150
2 1 0 898 0.024 0.120 0.211
3 0 0 309 0.024 0.466 1.618
3 1 0 303 0.037 0.860 11.056
4 0 0 455 0.018 0.122 0.310
4 1 0 969 0.035 0.145 0.485
0 0 0 1020 0.025 0.127 0.201
1 0 0 688 0.023 0.080 0.129
1 1 0 689 0.020 0.084 0.164
2 0 0 636 0.028 0.811 12.432
2 1 0 877 0.027 0.117 0.188
3 0 0 289 0.021 0.586 5.499
3 1 0 297 0.028 0.628 6.217
4 0 0 456 0.022 0.134 0.906
4 1 0 978 0.027 0.571 2.948
0 0 0 1008 0.033 0.119 0.253
1 0 0 677 0.022 0.097 0.151
1 1 0 677 0.026 0.089 0.189
2 0 0 634 0.065 0.163 0.670
2 1 0 830 0.021 0.119 0.185
3 0 0 292 0.026 0.380 1.270
3 1 0 278 0.056 0.614 4.919
4 0 0 462 0.021 0.127 0.175
4 1 0 966 0.080 0.123 0.261
0 0 0 1024 0.038 0.124 0.212
1 0 0 687 0.024 0.072 0.093
1 1 0 684 0.504 0.102 0.302
2 0 0 643 0.021 257.144 5777.149
2 1 0 851 0.031 0.128 0.654
3 0 0 276 0.038 0.534 3.899
3 1 0 299 0.062 0.484 1.592
4 0 0 186 0.020 0.128 0.187
4 1 0 973 0.019 0.132 0.180
0 0 0 1013 0.027 0.129 0.244
1 0 0 678 0.024 0.583 14.085
1 1 0 686 0.031 0.107 0.226
2 0 0 640 0.025 9.685 267.697
2 1 0 878 0.025 0.122 0.189
3 0 0 281 0.043 0.366 1.243
3 1 0 304 0.020 0.419 2.055
4 0 0 461 0.025 0.114 0.228
4 1 0 972 0.062 0.099 0.212
0 0 0 990 0.029 0.121 0.202
1 0 0 664 0.055 0.100 0.211
1 1 0 660 0.148 0.110 0.178
2 0 0 617 0.021 156.855 3887.104
2 1 0 853 0.025 0.105 0.180
3 0 0 239 0.098 0.402 1.007
3 1 0 282 0.073 2.017 13.303
4 0 0 438 0.023 0.114 0.158
4 1 0 936 0.020 0.134 0.269
0 0 0 1020 0.040 0.126 0.187
1 0 0 688 0.031 0.097 0.176
1 1 0 675 0.023 0.094 0.163
2 0 0 639 0.033 0.280 1.190
2 1 0 821 0.054 0.132 0.454
3 0 0 281 0.035 0.529 1.697
3 1 0 297 0.136 1.300 23.291
4 0 0 455 0.019 0.129 0.216
4 1 0 964 0.024 0.087 0.170
0 0 0 1021 0.027 0.415 8.327
1 0 0 680 0.019 0.086 0.191
1 1 0 674 0.041 0.098 0.208
2 0 0 655 0.022 2.593 68.271
2 1 0 812 0.020 0.130 0.365
3 0 0 298 0.027 0.390 1.166
3 1 0 296 0.026 2.563 46.570
4 0 0 348 0.020 0.103 0.167
4 1 0 981 0.021 0.106 0.202
0 0 0 1008 0.032 0.133 0.280
1 0 0 673 0.020 0.072 0.098
1 1 0 682 0.029 0.084 0.134
2 0 0 640 0.023 5.288 144.603
2 1 0 884 0.023 0.124 0.245
3 0 0 300 0.051 0.429 1.635
3 1 0 305 0.021 0.376 1.557
4 0 0 375 0.023 0.112 0.173
4 1 0 963 0.023 0.145 0.270
0 0 0 1013 0.022 0.116 0.174
1 0 0 682 0.025 0.078 0.097
1 1 0 665 0.044 0.099 0.223
2 0 0 635 0.036 0.153 0.432
2 1 0 854 0.047 0.136 0.294
3 0 0 297 0.048 0.337 1.003
3 1 0 307 0.038 1.021 13.446
4 0 0 386 0.019 0.114 0.166
4 1 0 963 0.027 0.155 0.253
0 0 0 997 0.023 0.125 0.211
1 0 0 665 0.026 0.083 0.114
1 1 0 664 0.022 0.062 0.095
2 0 0 624 0.019 0.821 8.869
2 1 0 801 0.048 0.140 0.342
3 0 0 293 0.022 0.432 1.397
3 1 0 279 0.022 0.659 6.303
4 0 0 335 0.030 0.075 0.131
4 1 0 944 0.024 0.135 0.214
0 0 0 1023 0.079 0.167 0.420
1 0 0 681 0.022 0.076 0.131
1 1 0 681 0.022 0.077 0.155
2 0 0 638 0.025 4.653 124.323
2 1 0 873 0.033 0.127 0.222
3 0 0 292 0.022 0.517 3.261
3 1 0 307 0.025 0.439 2.636
4 0 0 220 0.029 0.153 0.906
4 1 0 964 0.090 0.119 0.340
0 0 0 1022 0.037 0.117 0.294
1 0 0 683 0.020 0.076 0.098
1 1 0 674 0.047 0.680 1.554
2 0 0 630 0.021 0.304 5.659
2 1 0 854 0.040 0.110 0.178
3 0 0 292 0.022 0.822 5.837
3 1 0 296 0.020 1.043 11.034
4 0 0 332 0.076 0.114 0.166
4 1 0 975 0.021 0.127 0.332
0 0 0 1025 0.020 0.133 0.209
1 0 0 689 0.026 0.088 0.157
1 1 0 681 0.018 0.093 0.163
2 0 0 645 0.029 0.656 15.168
2 1 0 821 0.018 0.100 0.165
3 0 0 297 0.032 0.665 7.464
3 1 0 278 0.075 0.433 1.736
4 0 0 302 0.019 0.142 0.469
4 1 0 983 0.729 0.134 0.246
0 0 0 1008 0.032 0.230 0.892
1 0 0 675 0.019 0.086 0.185
1 1 0 675 0.019 0.090 0.168
2 0 0 631 0.025 0.235 2.029
2 1 0 819 0.027 0.132 0.430
3 0 0 279 0.018 1.499 13.912
3 1 0 301 0.022 0.368 1.370
4 0 0 454 0.039 0.187 0.674
4 1 0 974 0.021 0.133 0.267
0 0 0 1011 0.027 0.134 0.312
1 0 0 678 0.022 0.078 0.117
1 1 0 689 0.185 0.073 0.132
2 0 0 643 0.032 131.955 2274.500
2 1 0 848 0.022 0.108 0.173
3 0 0 281 0.044 0.342 1.000
3 1 0 313 0.131 0.655 4.181
4 0 0 466 0.029 0.120 0.239
4 1 0 990 1.030 0.122 0.189
0 0 0 1030 0.022 0.122 0.229
1 0 0 691 0.030 0.091 0.148
1 1 0 687 0.047 0.080 0.183
2 0 0 675 0.022 182.727 3802.378
2 1 0 843 0.042 0.480 4.707
3 0 0 312 0.026 0.320 0.769
3 1 0 309 0.414 0.488 3.926
4 0 0 465 0.028 0.113 0.198
4 1 0 981 0.020 0.138 0.294
0 0 0 1011 0.021 0.112 0.188
1 0 0 678 0.020 0.374 3.408
1 1 0 678 0.028 0.102 0.163
2 0 0 650 0.023 0.678 15.539
2 1 0 845 0.072 0.119 0.206
3 0 0 286 0.025 1.116 20.103
3 1 0 283 0.171 1.602 30.311
4 0 0 402 0.018 0.101 0.176
4 1 0 962 0.024 0.141 0.234
0 0 0 1035 0.020 0.136 0.231
1 0 0 687 0.021 0.079 0.114
1 1 0 687 0.020 0.102 0.182
2 0 0 641 0.116 0.802 18.900
2 1 0 863 0.019 0.110 0.174
3 0 0 308 0.017 0.696 10.576
3 1 0 304 0.014 1.456 15.539
4 0 0 459 0.024 0.110 0.165
4 1 0 978 0.073 0.138 0.508
0 0 0 1062 0.079 0.144 0.322
1 0 0 720 0.026 0.085 0.169
1 1 0 715 0.018 0.113 0.195
2 0 0 618 0.019 0.187 0.460
2 1 0 621 0.019 0.154 0.853
3 0 0 304 0.023 0.565 2.683
3 1 0 296 0.026 0.455 1.475
4 0 0 490 0.024 0.127 0.251
4 1 0 998 0.027 0.114 0.231
0 0 0 1015 0.021 0.136 0.268
1 0 0 681 0.022 0.076 0.171
1 1 0 693 0.020 0.114 0.179
2 0 0 441 0.036 0.287 2.356
2 1 0 566 0.031 0.971 22.130
3 0 0 267 0.106 0.404 1.170
3 1 0 296 1.213 0.500 4.259
4 0 0 467 0.150 0.166 1.367
4 1 0 887 0.038 0.248 3.598
0 0 0 940 0.032 0.122 0.177
1 0 0 645 0.114 0.101 0.158
1 1 0 650 0.020 0.108 0.217
2 0 0 566 0.024 0.238 0.845
2 1 0 557 0.038 0.219 0.673
3 0 0 257 0.053 0.952 17.485
3 1 0 244 0.033 0.718 5.845
4 0 0 503 0.056 0.124 0.217
4 1 0 889 0.142 0.182 0.483
0 0 0 1128 0.032 0.126 0.263
1 0 0 770 0.028 0.124 0.255
1 1 0 764 0.028 0.087 0.129
2 0 0 625 0.019 0.138 0.660
2 1 0 636 0.019 0.666 15.375
3 0 0 331 0.022 0.729 13.181
3 1 0 345 0.223 0.381 3.739
--
